district,year,month,rainfall,season
Kumuram Bheem,2020.0,5.0,368.3,Zaid
Kumuram Bheem,2020.0,6.0,2405.8,Kharif
Mahabubabad,2020.0,4.0,181.9,Zaid
Mahabubabad,2020.0,5.0,358.1,Zaid
Mahabubabad,2020.0,6.0,3078.1,Kharif
Mahabubnagar,2020.0,4.0,641.2,Zaid
Mahabubnagar,2020.0,5.0,456.0,Zaid
Mahabubnagar,2020.0,6.0,2076.5,Kharif
Mancherial,2020.0,4.0,250.4,Zaid
Mancherial,2020.0,5.0,869.6,Zaid
Mancherial,2020.0,6.0,3762.7,Kharif
Medak,2020.0,4.0,660.0,Zaid
Medak,2020.0,5.0,462.0,Zaid
Medak,2020.0,6.0,3570.4,Kharif
Medchal-Malkajgiri,2020.0,4.0,177.8,Zaid
Medchal-Malkajgiri,2020.0,5.0,205.2,Zaid
Medchal-Malkajgiri,2020.0,6.0,2489.5,Kharif
Mulugu,2020.0,4.0,141.5,Zaid
Mulugu,2020.0,5.0,143.3,Zaid
Mulugu,2020.0,6.0,2323.4,Kharif
Nagarkurnool,2020.0,4.0,469.0,Zaid
Nagarkurnool,2020.0,5.0,292.3,Zaid
Nagarkurnool,2020.0,6.0,2275.3,Kharif
Nalgonda,2020.0,4.0,481.6,Zaid
Nalgonda,2020.0,5.0,479.0,Zaid
Nalgonda,2020.0,6.0,3297.5,Kharif
Narayanpet,2020.0,4.0,205.7,Zaid
Narayanpet,2020.0,5.0,308.5,Zaid
Narayanpet,2020.0,6.0,1425.3,Kharif
Nirmal,2020.0,4.0,165.1,Zaid
Nirmal,2020.0,5.0,182.0,Zaid
Nirmal,2020.0,6.0,2667.8,Kharif
Nizamabad,2020.0,4.0,260.9,Zaid
Nizamabad,2020.0,5.0,347.9,Zaid
Nizamabad,2020.0,6.0,4760.7,Kharif
Peddapalli,2020.0,4.0,87.0,Zaid
Peddapalli,2020.0,5.0,254.2,Zaid
Peddapalli,2020.0,6.0,3657.8,Kharif
Rajanna-Siricilla,2020.0,4.0,211.6,Zaid
Rajanna-Siricilla,2020.0,5.0,252.0,Zaid
Rajanna-Siricilla,2020.0,6.0,2643.3,Kharif
Rangareddy,2020.0,4.0,616.5,Zaid
Rangareddy,2020.0,5.0,783.1,Zaid
Rangareddy,2020.0,6.0,4185.4,Kharif
Sangareddy,2020.0,4.0,710.8,Zaid
Sangareddy,2020.0,5.0,746.3,Zaid
Sangareddy,2020.0,6.0,4509.6,Kharif
Siddipet,2020.0,4.0,326.7,Zaid
Siddipet,2020.0,5.0,560.6,Zaid
Siddipet,2020.0,6.0,4851.6,Kharif
Suryapet,2020.0,4.0,82.4,Zaid
Suryapet,2020.0,5.0,168.0,Zaid
Suryapet,2020.0,6.0,3082.4,Kharif
Vikarabad,2020.0,4.0,468.1,Zaid
Vikarabad,2020.0,5.0,576.7,Zaid
Vikarabad,2020.0,6.0,2903.3,Kharif
Wanaparthy,2020.0,4.0,289.2,Zaid
Wanaparthy,2020.0,5.0,219.5,Zaid
Wanaparthy,2020.0,6.0,2190.0,Kharif
Warangal Rural,2020.0,4.0,297.5,Zaid
Warangal Rural,2020.0,5.0,490.5,Zaid
Warangal Rural,2020.0,6.0,2853.5,Kharif
Warangal Urban,2020.0,4.0,231.0,Zaid
Warangal Urban,2020.0,5.0,156.2,Zaid
Warangal Urban,2020.0,6.0,2326.0,Kharif
Yadadri-Bhongir,2020.0,4.0,321.0,Zaid
Yadadri-Bhongir,2020.0,5.0,321.2,Zaid
Yadadri-Bhongir,2020.0,6.0,2859.1,Kharif
Adilabad,2020.0,7.0,6310.1,Kharif
Adilabad,2020.0,8.0,4625.0,Kharif
Adilabad,2020.0,9.0,2825.3,Kharif
Bhadradri-Kothagudem,2020.0,7.0,8727.1,Kharif
Bhadradri-Kothagudem,2020.0,8.0,16446.6,Kharif
Bhadradri-Kothagudem,2020.0,9.0,6251.1,Kharif
Hyderabad,2020.0,7.0,2521.8,Kharif
Hyderabad,2020.0,8.0,4043.2,Kharif
Hyderabad,2020.0,9.0,3815.6,Kharif
Jagtial,2020.0,7.0,4761.9,Kharif
Jagtial,2020.0,8.0,5444.9,Kharif
Jagtial,2020.0,9.0,4037.8,Kharif
Jangaon,2020.0,7.0,4017.8,Kharif
Jangaon,2020.0,8.0,5025.1,Kharif
Jangaon,2020.0,9.0,2567.1,Kharif
Jayashankar-Bhupalpally,2020.0,7.0,3316.6,Kharif
Jayashankar-Bhupalpally,2020.0,8.0,8736.3,Kharif
Jayashankar-Bhupalpally,2020.0,9.0,1833.5,Kharif
Jogulamba-Gadwal,2020.0,7.0,3849.0,Kharif
Jogulamba-Gadwal,2020.0,8.0,2063.4,Kharif
Jogulamba-Gadwal,2020.0,9.0,3101.0,Kharif
Kamareddy,2020.0,7.0,6103.4,Kharif
Kamareddy,2020.0,8.0,6965.5,Kharif
Kamareddy,2020.0,9.0,6704.6,Kharif
Karimnagar,2020.0,7.0,4251.5,Kharif
Karimnagar,2020.0,8.0,8571.5,Kharif
Karimnagar,2020.0,9.0,3944.0,Kharif
Khammam,2020.0,7.0,6627.5,Kharif
Khammam,2020.0,8.0,7316.7,Kharif
Khammam,2020.0,9.0,4994.8,Kharif
Kumuram Bheem,2020.0,7.0,4601.9,Kharif
Kumuram Bheem,2020.0,8.0,6012.5,Kharif
Kumuram Bheem,2020.0,9.0,2602.2,Kharif
Mahabubabad,2020.0,7.0,4751.0,Kharif
Mahabubabad,2020.0,8.0,9404.0,Kharif
Mahabubabad,2020.0,9.0,3631.7,Kharif
Mahabubnagar,2020.0,7.0,4549.8,Kharif
Mahabubnagar,2020.0,8.0,3806.3,Kharif
Mahabubnagar,2020.0,9.0,4553.2,Kharif
Mancherial,2020.0,7.0,5215.3,Kharif
Mancherial,2020.0,8.0,6835.7,Kharif
Mancherial,2020.0,9.0,3899.0,Kharif
Medak,2020.0,7.0,6011.6,Kharif
Medak,2020.0,8.0,5469.9,Kharif
Medak,2020.0,9.0,5863.9,Kharif
Medchal-Malkajgiri,2020.0,7.0,2316.2,Kharif
Medchal-Malkajgiri,2020.0,8.0,3606.9,Kharif
Medchal-Malkajgiri,2020.0,9.0,4234.0,Kharif
Mulugu,2020.0,7.0,3269.7,Kharif
Mulugu,2020.0,8.0,9348.9,Kharif
Mulugu,2020.0,9.0,2301.8,Kharif
Nagarkurnool,2020.0,7.0,3735.8,Kharif
Nagarkurnool,2020.0,8.0,4852.5,Kharif
Nagarkurnool,2020.0,9.0,6019.3,Kharif
Nalgonda,2020.0,7.0,4870.6,Kharif
Nalgonda,2020.0,8.0,5368.3,Kharif
Nalgonda,2020.0,9.0,6179.8,Kharif
Narayanpet,2020.0,7.0,3411.7,Kharif
Narayanpet,2020.0,8.0,2336.2,Kharif
Narayanpet,2020.0,9.0,3938.7,Kharif
Nirmal,2020.0,7.0,4301.0,Kharif
Nirmal,2020.0,8.0,5306.2,Kharif
Nirmal,2020.0,9.0,3341.3,Kharif
Nizamabad,2020.0,7.0,5470.5,Kharif
Nizamabad,2020.0,8.0,10243.3,Kharif
Nizamabad,2020.0,9.0,5937.8,Kharif
Peddapalli,2020.0,7.0,3372.0,Kharif
Peddapalli,2020.0,8.0,6663.9,Kharif
Peddapalli,2020.0,9.0,3004.4,Kharif
Rajanna-Siricilla,2020.0,7.0,3566.7,Kharif
Rajanna-Siricilla,2020.0,8.0,5211.6,Kharif
Rajanna-Siricilla,2020.0,9.0,3940.7,Kharif
Rangareddy,2020.0,7.0,4621.9,Kharif
Rangareddy,2020.0,8.0,6702.0,Kharif
Rangareddy,2020.0,9.0,7336.9,Kharif
Sangareddy,2020.0,7.0,5976.2,Kharif
Sangareddy,2020.0,8.0,5384.4,Kharif
Sangareddy,2020.0,9.0,7156.7,Kharif
Siddipet,2020.0,7.0,6793.0,Kharif
Siddipet,2020.0,8.0,9824.4,Kharif
Siddipet,2020.0,9.0,6872.1,Kharif
Suryapet,2020.0,7.0,5160.0,Kharif
Suryapet,2020.0,8.0,5127.8,Kharif
Suryapet,2020.0,9.0,5301.8,Kharif
Vikarabad,2020.0,7.0,5626.3,Kharif
Vikarabad,2020.0,8.0,3948.9,Kharif
Vikarabad,2020.0,9.0,4436.5,Kharif
Wanaparthy,2020.0,7.0,4273.6,Kharif
Wanaparthy,2020.0,8.0,3943.3,Kharif
Wanaparthy,2020.0,9.0,4795.6,Kharif
Warangal Rural,2020.0,7.0,4444.3,Kharif
Warangal Rural,2020.0,8.0,13617.1,Kharif
Warangal Rural,2020.0,9.0,3650.0,Kharif
Warangal Urban,2020.0,7.0,3024.5,Kharif
Warangal Urban,2020.0,8.0,8476.1,Kharif
Warangal Urban,2020.0,9.0,2582.4,Kharif
Yadadri-Bhongir,2020.0,7.0,2578.8,Kharif
Yadadri-Bhongir,2020.0,8.0,4086.4,Kharif
Yadadri-Bhongir,2020.0,9.0,3716.6,Kharif
Adilabad,2025.0,4.0,235.8,Zaid
Bhadradri Kothagudem,2025.0,4.0,1732.4,Zaid
Hanumakonda,2025.0,4.0,213.2,Zaid
Hyderabad,2025.0,4.0,1530.2,Zaid
Jagtial,2025.0,4.0,142.3,Zaid
Jangaon,2025.0,4.0,125.8,Zaid
Jayashankar,2025.0,4.0,221.6,Zaid
Jogulamba Gadwal,2025.0,4.0,613.7,Zaid
Kamareddy,2025.0,4.0,411.5,Zaid
Karimnagar,2025.0,4.0,8.3,Zaid
Khammam,2025.0,4.0,815.3,Zaid
Kumuram Bheem,2025.0,4.0,203.6,Zaid
Mahabubabad,2025.0,4.0,703.2,Zaid
Mahabubnagar,2025.0,4.0,413.90000000000003,Zaid
Mancherial,2025.0,4.0,136.3,Zaid
Medak,2025.0,4.0,348.2,Zaid
Medchal-Malkajgiri,2025.0,4.0,590.0,Zaid
Mulugu,2025.0,4.0,453.3,Zaid
Nagarkurnool,2025.0,4.0,527.0,Zaid
Nalgonda,2025.0,4.0,346.7,Zaid
Narayanpet,2025.0,4.0,336.3,Zaid
Nirmal,2025.0,4.0,89.7,Zaid
Nizamabad,2025.0,4.0,193.0,Zaid
Peddapalli,2025.0,4.0,23.8,Zaid
Rajanna Sircilla,2025.0,4.0,116.19999999999999,Zaid
Rangareddy,2025.0,4.0,1149.5,Zaid
Sangareddy,2025.0,4.0,839.6,Zaid
Siddipet,2025.0,4.0,582.5,Zaid
Suryapet,2025.0,4.0,346.0,Zaid
Vikarabad,2025.0,4.0,917.3,Zaid
Wanaparthy,2025.0,4.0,255.4,Zaid
Warangal,2025.0,4.0,436.0,Zaid
Yadadri Bhuvanagiri,2025.0,4.0,870.8,Zaid
Adilabad,2024.0,8.0,3489.0,Kharif
Bhadradri Kothagudem,2024.0,8.0,5619.6,Kharif
Hanumakonda,2024.0,8.0,2254.1,Kharif
Hyderabad,2024.0,8.0,3630.4,Kharif
Jagtial,2024.0,8.0,4335.0,Kharif
Jangaon,2024.0,8.0,1649.9,Kharif
Jayashankar,2024.0,8.0,2651.7,Kharif
Jogulamba Gadwal,2024.0,8.0,3021.1,Kharif
Kamareddy,2024.0,8.0,3410.7,Kharif
Karimnagar,2024.0,8.0,3268.4,Kharif
Khammam,2024.0,8.0,5736.5,Kharif
Kumuram Bheem,2024.0,8.0,3400.2,Kharif
Mahabubabad,2024.0,8.0,4720.1,Kharif
Mahabubnagar,2024.0,8.0,4412.2,Kharif
Mancherial,2024.0,8.0,3425.2,Kharif
Medak,2024.0,8.0,4275.8,Kharif
Medchal-Malkajgiri,2024.0,8.0,2857.6,Kharif
Mulugu,2024.0,8.0,3609.4,Kharif
Nagarkurnool,2024.0,8.0,4343.5,Kharif
Nalgonda,2024.0,8.0,4102.5,Kharif
Narayanpet,2024.0,8.0,3971.3,Kharif
Nirmal,2024.0,8.0,4163.1,Kharif
Nizamabad,2024.0,8.0,7050.8,Kharif
Peddapalli,2024.0,8.0,2401.7,Kharif
Rajanna Sircilla,2024.0,8.0,2521.0,Kharif
Rangareddy,2024.0,8.0,3915.4,Kharif
Sangareddy,2024.0,8.0,4817.3,Kharif
Siddipet,2024.0,8.0,5551.1,Kharif
Suryapet,2024.0,8.0,3712.9,Kharif
Vikarabad,2024.0,8.0,3789.5,Kharif
Wanaparthy,2024.0,8.0,3732.5,Kharif
Warangal,2024.0,8.0,2361.4,Kharif
Yadadri Bhuvanagiri,2024.0,8.0,2417.3,Kharif
Adilabad,2025.0,8.0,9702.7,Kharif
Bhadradri Kothagudem,2025.0,8.0,8139.0,Kharif
Hanumakonda,2025.0,8.0,3561.4,Kharif
Hyderabad,2025.0,8.0,5841.3,Kharif
Jagtial,2025.0,8.0,6389.5,Kharif
Jangaon,2025.0,8.0,3571.6,Kharif
Jayashankar,2025.0,8.0,4250.9,Kharif
Jogulamba Gadwal,2025.0,8.0,3557.6,Kharif
Kamareddy,2025.0,8.0,16447.4,Kharif
Karimnagar,2025.0,8.0,4533.5,Kharif
Khammam,2025.0,8.0,7811.4,Kharif
Kumuram Bheem,2025.0,8.0,6003.4,Kharif
Mahabubabad,2025.0,8.0,6213.9,Kharif
Mahabubnagar,2025.0,8.0,6394.3,Kharif
Mancherial,2025.0,8.0,6703.3,Kharif
Medak,2025.0,8.0,14795.1,Kharif
Medchal-Malkajgiri,2025.0,8.0,5350.2,Kharif
Mulugu,2025.0,8.0,4825.2,Kharif
Nagarkurnool,2025.0,8.0,7294.9,Kharif
Nalgonda,2025.0,8.0,8481.1,Kharif
Narayanpet,2025.0,8.0,4451.2,Kharif
Nirmal,2025.0,8.0,8032.4,Kharif
Nizamabad,2025.0,8.0,12685.0,Kharif
Peddapalli,2025.0,8.0,3735.6,Kharif
Rajanna Sircilla,2025.0,8.0,3337.8,Kharif
Rangareddy,2025.0,8.0,8543.5,Kharif
Sangareddy,2025.0,8.0,12359.5,Kharif
Siddipet,2025.0,8.0,10236.9,Kharif
Suryapet,2025.0,8.0,8308.4,Kharif
Vikarabad,2025.0,8.0,6513.3,Kharif
Wanaparthy,2025.0,8.0,5873.6,Kharif
Warangal,2025.0,8.0,5079.4,Kharif
Yadadri Bhuvanagiri,2025.0,8.0,7347.8,Kharif
Adilabad,2026.0,2.0,175.5,Rabi
Bhadradri Kothagudem,2026.0,2.0,173.2,Rabi
Hanumakonda,2026.0,2.0,5.5,Rabi
Hyderabad,2026.0,2.0,89.2,Rabi
Jagtial,2026.0,2.0,128.2,Rabi
Jangaon,2026.0,2.0,25.900000000000002,Rabi
Jayashankar,2026.0,2.0,21.0,Rabi
Jogulamba Gadwal,2026.0,2.0,80.6,Rabi
Kamareddy,2026.0,2.0,122.9,Rabi
Karimnagar,2026.0,2.0,0.2,Rabi
Khammam,2026.0,2.0,308.6,Rabi
Kumuram Bheem,2026.0,2.0,168.5,Rabi
Mahabubabad,2026.0,2.0,99.5,Rabi
Mahabubnagar,2026.0,2.0,132.0,Rabi
Mancherial,2026.0,2.0,27.299999999999997,Rabi
Medak,2026.0,2.0,57.0,Rabi
Medchal-Malkajgiri,2026.0,2.0,57.7,Rabi
Mulugu,2026.0,2.0,13.2,Rabi
Nagarkurnool,2026.0,2.0,122.2,Rabi
Nalgonda,2026.0,2.0,412.5,Rabi
Narayanpet,2026.0,2.0,131.4,Rabi
Nirmal,2026.0,2.0,89.4,Rabi
Nizamabad,2026.0,2.0,55.2,Rabi
Peddapalli,2026.0,2.0,0.2,Rabi
Rajanna Sircilla,2026.0,2.0,4.3,Rabi
Rangareddy,2026.0,2.0,372.3,Rabi
Sangareddy,2026.0,2.0,151.1,Rabi
Siddipet,2026.0,2.0,210.6,Rabi
Suryapet,2026.0,2.0,163.5,Rabi
Vikarabad,2026.0,2.0,130.8,Rabi
Wanaparthy,2026.0,2.0,167.1,Rabi
Warangal,2026.0,2.0,6.0,Rabi
Yadadri Bhuvanagiri,2026.0,2.0,43.4,Rabi
Adilabad,2026.0,1.0,0.0,Rabi
Bhadradri Kothagudem,2026.0,1.0,0.6,Rabi
Hanumakonda,2026.0,1.0,0.0,Rabi
Hyderabad,2026.0,1.0,0.9999999999999999,Rabi
Jagtial,2026.0,1.0,0.0,Rabi
Jangaon,2026.0,1.0,0.0,Rabi
Jayashankar,2026.0,1.0,0.0,Rabi
Jogulamba Gadwal,2026.0,1.0,0.0,Rabi
Kamareddy,2026.0,1.0,20.9,Rabi
Karimnagar,2026.0,1.0,0.0,Rabi
Khammam,2026.0,1.0,0.0,Rabi
Kumuram Bheem,2026.0,1.0,0.0,Rabi
Mahabubabad,2026.0,1.0,0.0,Rabi
Mahabubnagar,2026.0,1.0,0.0,Rabi
Mancherial,2026.0,1.0,0.0,Rabi
Medak,2026.0,1.0,1.1,Rabi
Medchal-Malkajgiri,2026.0,1.0,4.7,Rabi
Mulugu,2026.0,1.0,0.0,Rabi
Nagarkurnool,2026.0,1.0,1.6,Rabi
Nalgonda,2026.0,1.0,1.8,Rabi
Narayanpet,2026.0,1.0,0.0,Rabi
Nirmal,2026.0,1.0,0.0,Rabi
Nizamabad,2026.0,1.0,15.7,Rabi
Peddapalli,2026.0,1.0,0.0,Rabi
Rajanna Sircilla,2026.0,1.0,0.0,Rabi
Rangareddy,2026.0,1.0,0.0,Rabi
Sangareddy,2026.0,1.0,11.7,Rabi
Siddipet,2026.0,1.0,0.0,Rabi
Suryapet,2026.0,1.0,0.0,Rabi
Vikarabad,2026.0,1.0,11.1,Rabi
Wanaparthy,2026.0,1.0,0.0,Rabi
Warangal,2026.0,1.0,0.0,Rabi
Yadadri Bhuvanagiri,2026.0,1.0,0.0,Rabi
Adilabad,2024.0,7.0,7413.9,Kharif
Bhadradri Kothagudem,2024.0,7.0,10376.6,Kharif
Hanumakonda,2024.0,7.0,4627.0,Kharif
Hyderabad,2024.0,7.0,2381.6,Kharif
Jagtial,2024.0,7.0,7697.6,Kharif
Jangaon,2024.0,7.0,2213.5,Kharif
Jayashankar,2024.0,7.0,5774.2,Kharif
Jogulamba Gadwal,2024.0,7.0,1580.7,Kharif
Kamareddy,2024.0,7.0,7321.6,Kharif
Karimnagar,2024.0,7.0,5095.9,Kharif
Khammam,2024.0,7.0,6000.6,Kharif
Kumuram Bheem,2024.0,7.0,7808.4,Kharif
Mahabubabad,2024.0,7.0,4466.4,Kharif
Mahabubnagar,2024.0,7.0,3870.5,Kharif
Mancherial,2024.0,7.0,8139.5,Kharif
Medak,2024.0,7.0,4172.9,Kharif
Medchal-Malkajgiri,2024.0,7.0,2395.7,Kharif
Mulugu,2024.0,7.0,5983.0,Kharif
Nagarkurnool,2024.0,7.0,3081.5,Kharif
Nalgonda,2024.0,7.0,3456.1,Kharif
Narayanpet,2024.0,7.0,2743.7,Kharif
Nirmal,2024.0,7.0,7035.6,Kharif
Nizamabad,2024.0,7.0,13379.0,Kharif
Peddapalli,2024.0,7.0,6212.2,Kharif
Rajanna Sircilla,2024.0,7.0,3640.6,Kharif
Rangareddy,2024.0,7.0,3921.7,Kharif
Sangareddy,2024.0,7.0,5269.4,Kharif
Siddipet,2024.0,7.0,5194.7,Kharif
Suryapet,2024.0,7.0,3574.0,Kharif
Vikarabad,2024.0,7.0,5210.7,Kharif
Wanaparthy,2024.0,7.0,3137.5,Kharif
Warangal,2024.0,7.0,3890.0,Kharif
Yadadri Bhuvanagiri,2024.0,7.0,2109.0,Kharif
Adilabad,2025.0,7.0,5657.7,Kharif
Bhadradri Kothagudem,2025.0,7.0,8107.0,Kharif
Hanumakonda,2025.0,7.0,3714.0,Kharif
Hyderabad,2025.0,7.0,3568.7,Kharif
Jagtial,2025.0,7.0,4222.8,Kharif
Jangaon,2025.0,7.0,2264.4,Kharif
Jayashankar,2025.0,7.0,3514.1,Kharif
Jogulamba Gadwal,2025.0,7.0,1252.1,Kharif
Kamareddy,2025.0,7.0,5878.1,Kharif
Karimnagar,2025.0,7.0,4381.8,Kharif
Khammam,2025.0,7.0,5400.4,Kharif
Kumuram Bheem,2025.0,7.0,5458.8,Kharif
Mahabubabad,2025.0,7.0,5166.0,Kharif
Mahabubnagar,2025.0,7.0,3882.2,Kharif
Mancherial,2025.0,7.0,4219.5,Kharif
Medak,2025.0,7.0,4150.9,Kharif
Medchal-Malkajgiri,2025.0,7.0,3060.6,Kharif
Mulugu,2025.0,7.0,4124.6,Kharif
Nagarkurnool,2025.0,7.0,3568.0,Kharif
Nalgonda,2025.0,7.0,4292.0,Kharif
Narayanpet,2025.0,7.0,2660.7,Kharif
Nirmal,2025.0,7.0,4207.9,Kharif
Nizamabad,2025.0,7.0,6371.3,Kharif
Peddapalli,2025.0,7.0,3440.2,Kharif
Rajanna Sircilla,2025.0,7.0,3356.1,Kharif
Rangareddy,2025.0,7.0,5928.2,Kharif
Sangareddy,2025.0,7.0,5700.6,Kharif
Siddipet,2025.0,7.0,6584.1,Kharif
Suryapet,2025.0,7.0,3813.2,Kharif
Vikarabad,2025.0,7.0,4779.9,Kharif
Wanaparthy,2025.0,7.0,2182.7,Kharif
Warangal,2025.0,7.0,4025.4,Kharif
Yadadri Bhuvanagiri,2025.0,7.0,2886.6,Kharif
Adilabad,2024.0,6.0,4116.1,Kharif
Bhadradri Kothagudem,2024.0,6.0,4907.1,Kharif
Hanumakonda,2024.0,6.0,2764.9,Kharif
Hyderabad,2024.0,6.0,2331.9,Kharif
Jagtial,2024.0,6.0,3959.0,Kharif
Jangaon,2024.0,6.0,2070.3,Kharif
Jayashankar,2024.0,6.0,1790.2,Kharif
Jogulamba Gadwal,2024.0,6.0,1955.8,Kharif
Kamareddy,2024.0,6.0,3094.4,Kharif
Karimnagar,2024.0,6.0,3330.9,Kharif
Khammam,2024.0,6.0,4017.2,Kharif
Kumuram Bheem,2024.0,6.0,2769.3,Kharif
Mahabubabad,2024.0,6.0,3341.1,Kharif
Mahabubnagar,2024.0,6.0,1747.1,Kharif
Mancherial,2024.0,6.0,2109.3,Kharif
Medak,2024.0,6.0,2631.7,Kharif
Medchal-Malkajgiri,2024.0,6.0,1668.6,Kharif
Mulugu,2024.0,6.0,1565.5,Kharif
Nagarkurnool,2024.0,6.0,2748.3,Kharif
Nalgonda,2024.0,6.0,5142.1,Kharif
Narayanpet,2024.0,6.0,1684.1,Kharif
Nirmal,2024.0,6.0,3747.1,Kharif
Nizamabad,2024.0,6.0,4704.6,Kharif
Peddapalli,2024.0,6.0,2698.2,Kharif
Rajanna Sircilla,2024.0,6.0,2181.9,Kharif
Rangareddy,2024.0,6.0,2613.9,Kharif
Sangareddy,2024.0,6.0,3914.7,Kharif
Siddipet,2024.0,6.0,3674.5,Kharif
Suryapet,2024.0,6.0,3353.3,Kharif
Vikarabad,2024.0,6.0,2521.0,Kharif
Wanaparthy,2024.0,6.0,1741.4,Kharif
Warangal,2024.0,6.0,2446.2,Kharif
Yadadri Bhuvanagiri,2024.0,6.0,1965.2,Kharif
Adilabad,2025.0,1.0,2.6,Rabi
Adilabad,2025.0,2.0,0.0,Rabi
Adilabad,2025.0,3.0,0.0,Zaid
Adilabad,2025.0,4.0,0.0,Zaid
Adilabad,2025.0,5.0,4.1,Zaid
Adilabad,2025.0,6.0,3472.3,Kharif
Adilabad,2025.0,7.0,13.0,Kharif
Adilabad,2025.0,8.0,0.4,Kharif
Adilabad,2025.0,9.0,97.5,Kharif
Adilabad,2025.0,10.0,685.5,Rabi
Adilabad,2025.0,11.0,239.7,Rabi
Adilabad,2025.0,12.0,0.0,Rabi
Bhadradri Kothagudem,2025.0,1.0,0.0,Rabi
Bhadradri Kothagudem,2025.0,2.0,2.5999999999999996,Rabi
Bhadradri Kothagudem,2025.0,3.0,8.8,Zaid
Bhadradri Kothagudem,2025.0,4.0,36.9,Zaid
Bhadradri Kothagudem,2025.0,5.0,1.2,Zaid
Bhadradri Kothagudem,2025.0,6.0,2207.9,Kharif
Bhadradri Kothagudem,2025.0,7.0,0.0,Kharif
Bhadradri Kothagudem,2025.0,8.0,48.8,Kharif
Bhadradri Kothagudem,2025.0,9.0,61.400000000000006,Kharif
Bhadradri Kothagudem,2025.0,10.0,0.0,Rabi
Bhadradri Kothagudem,2025.0,11.0,610.8,Rabi
Bhadradri Kothagudem,2025.0,12.0,0.0,Rabi
Hanumakonda,2025.0,1.0,0.0,Rabi
Hanumakonda,2025.0,2.0,0.0,Rabi
Hanumakonda,2025.0,3.0,2.0,Zaid
Hanumakonda,2025.0,4.0,20.0,Zaid
Hanumakonda,2025.0,5.0,0.2,Zaid
Hanumakonda,2025.0,6.0,1341.5,Kharif
Hanumakonda,2025.0,7.0,42.800000000000004,Kharif
Hanumakonda,2025.0,8.0,12.799999999999999,Kharif
Hanumakonda,2025.0,9.0,9.8,Kharif
Hanumakonda,2025.0,10.0,0.0,Rabi
Hanumakonda,2025.0,11.0,79.9,Rabi
Hanumakonda,2025.0,12.0,0.0,Rabi
Hyderabad,2025.0,1.0,0.0,Rabi
Hyderabad,2025.0,2.0,0.30000000000000004,Rabi
Hyderabad,2025.0,3.0,3.0,Zaid
Hyderabad,2025.0,4.0,0.0,Zaid
Hyderabad,2025.0,5.0,14.299999999999999,Zaid
Hyderabad,2025.0,6.0,297.4,Kharif
Hyderabad,2025.0,7.0,13.2,Kharif
Hyderabad,2025.0,8.0,25.299999999999997,Kharif
Hyderabad,2025.0,9.0,0.0,Kharif
Hyderabad,2025.0,10.0,0.0,Rabi
Hyderabad,2025.0,11.0,0.6,Rabi
Hyderabad,2025.0,12.0,110.0,Rabi
Jagtial,2025.0,1.0,0.0,Rabi
Jagtial,2025.0,2.0,0.0,Rabi
Jagtial,2025.0,3.0,0.0,Zaid
Jagtial,2025.0,4.0,0.0,Zaid
Jagtial,2025.0,5.0,36.4,Zaid
Jagtial,2025.0,6.0,1294.5,Kharif
Jagtial,2025.0,7.0,0.0,Kharif
Jagtial,2025.0,8.0,0.3,Kharif
Jagtial,2025.0,9.0,610.4,Kharif
Jagtial,2025.0,10.0,64.7,Rabi
Jagtial,2025.0,11.0,159.70000000000002,Rabi
Jagtial,2025.0,12.0,256.8,Rabi
Jangaon,2025.0,1.0,0.0,Rabi
Jangaon,2025.0,2.0,29.1,Rabi
Jangaon,2025.0,3.0,14.4,Zaid
Jangaon,2025.0,4.0,8.4,Zaid
Jangaon,2025.0,5.0,0.0,Zaid
Jangaon,2025.0,6.0,485.2,Kharif
Jangaon,2025.0,7.0,0.0,Kharif
Jangaon,2025.0,8.0,6.8,Kharif
Jangaon,2025.0,9.0,3.2,Kharif
Jangaon,2025.0,10.0,0.0,Rabi
Jangaon,2025.0,11.0,131.7,Rabi
Jangaon,2025.0,12.0,0.0,Rabi
Jayashankar,2025.0,1.0,0.0,Rabi
Jayashankar,2025.0,2.0,0.0,Rabi
Jayashankar,2025.0,3.0,0.6,Zaid
Jayashankar,2025.0,4.0,4.5,Zaid
Jayashankar,2025.0,5.0,12.6,Zaid
Jayashankar,2025.0,6.0,1117.6,Kharif
Jayashankar,2025.0,7.0,1.1,Kharif
Jayashankar,2025.0,8.0,14.2,Kharif
Jayashankar,2025.0,9.0,24.0,Kharif
Jayashankar,2025.0,10.0,14.4,Rabi
Jayashankar,2025.0,11.0,13.7,Rabi
Jayashankar,2025.0,12.0,0.7999999999999999,Rabi
Jogulamba Gadwal,2025.0,1.0,0.0,Rabi
Jogulamba Gadwal,2025.0,2.0,14.8,Rabi
Jogulamba Gadwal,2025.0,3.0,3.8000000000000003,Zaid
Jogulamba Gadwal,2025.0,4.0,0.0,Zaid
Jogulamba Gadwal,2025.0,5.0,3.7,Zaid
Jogulamba Gadwal,2025.0,6.0,364.2,Kharif
Jogulamba Gadwal,2025.0,7.0,15.0,Kharif
Jogulamba Gadwal,2025.0,8.0,25.9,Kharif
Jogulamba Gadwal,2025.0,9.0,9.3,Kharif
Jogulamba Gadwal,2025.0,10.0,0.0,Rabi
Jogulamba Gadwal,2025.0,11.0,6.3,Rabi
